24 cycles	 0.000024 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
71 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
71 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
71 cycles	 0.000072 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
71 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000072 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000072 seconds
71 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
71 cycles	 0.000071 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000071 seconds
72 cycles	 0.000071 seconds
71 cycles	 0.000071 seconds
71 cycles	 0.000071 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
72 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
70 cycles	 0.000071 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
70 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
70 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
70 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
70 cycles	 0.000072 seconds
71 cycles	 0.000071 seconds
72 cycles	 0.000071 seconds
70 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000071 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000071 seconds
72 cycles	 0.000072 seconds
72 cycles	 0.000074 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
70 cycles	 0.000071 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
73 cycles	 0.000074 seconds
72 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
71 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
71 cycles	 0.000073 seconds
71 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
73 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
71 cycles	 0.000073 seconds
71 cycles	 0.000073 seconds
71 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
71 cycles	 0.000073 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
71 cycles	 0.000073 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
71 cycles	 0.000072 seconds
73 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
72 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
71 cycles	 0.000073 seconds
71 cycles	 0.000073 seconds
71 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
71 cycles	 0.000073 seconds
75 cycles	 0.000085 seconds
92 cycles	 0.000100 seconds
72 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
71 cycles	 0.000072 seconds
73 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
71 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
73 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
71 cycles	 0.000072 seconds
73 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
71 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000072 seconds
71 cycles	 0.000073 seconds
72 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000072 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
73 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
72 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
72 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
74 cycles	 0.000075 seconds
73 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
74 cycles	 0.000073 seconds
73 cycles	 0.000073 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000075 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
72 cycles	 0.000073 seconds
74 cycles	 0.000073 seconds
73 cycles	 0.000074 seconds
72 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
72 cycles	 0.000073 seconds
74 cycles	 0.000073 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000073 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000075 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000076 seconds
73 cycles	 0.000075 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000075 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000075 seconds
74 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
75 cycles	 0.000076 seconds
74 cycles	 0.000075 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000074 seconds
75 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000074 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
73 cycles	 0.000074 seconds
75 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000074 seconds
73 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
73 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000074 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
73 cycles	 0.000074 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000076 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000076 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000076 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000076 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
75 cycles	 0.000076 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000075 seconds
74 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
74 cycles	 0.000076 seconds
74 cycles	 0.000076 seconds
74 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000075 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
74 cycles	 0.000075 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000075 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000075 seconds
74 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000078 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000075 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000077 seconds
75 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
77 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
77 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
75 cycles	 0.000076 seconds
77 cycles	 0.000076 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000077 seconds
77 cycles	 0.000076 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
76 cycles	 0.000076 seconds
75 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000076 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
75 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000076 seconds
76 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000078 seconds
77 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000078 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000078 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
77 cycles	 0.000077 seconds
76 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
76 cycles	 0.000077 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000077 seconds
78 cycles	 0.000077 seconds
77 cycles	 0.000078 seconds
76 cycles	 0.000078 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
76 cycles	 0.000078 seconds
76 cycles	 0.000077 seconds
76 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
76 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
77 cycles	 0.000077 seconds
76 cycles	 0.000077 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
76 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
84 cycles	 0.000092 seconds
77 cycles	 0.000079 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
76 cycles	 0.000078 seconds
77 cycles	 0.000077 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000077 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
82 cycles	 0.000086 seconds
78 cycles	 0.000079 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000079 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000079 seconds
77 cycles	 0.000078 seconds
79 cycles	 0.000078 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
77 cycles	 0.000079 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
79 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
79 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000079 seconds
77 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
77 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
77 cycles	 0.000079 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
77 cycles	 0.000079 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
82 cycles	 0.000082 seconds
80 cycles	 0.000081 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
80 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
78 cycles	 0.000078 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000080 seconds
79 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000080 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
80 cycles	 0.000081 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000080 seconds
79 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000080 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
80 cycles	 0.000080 seconds
80 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000079 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000079 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
79 cycles	 0.000081 seconds
80 cycles	 0.000080 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
80 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
80 cycles	 0.000079 seconds
80 cycles	 0.000081 seconds
79 cycles	 0.000080 seconds
80 cycles	 0.000080 seconds
80 cycles	 0.000080 seconds
78 cycles	 0.000079 seconds
79 cycles	 0.000080 seconds
78 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
80 cycles	 0.000079 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000080 seconds
80 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000080 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000080 seconds
80 cycles	 0.000080 seconds
79 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
80 cycles	 0.000081 seconds
79 cycles	 0.000081 seconds
80 cycles	 0.000080 seconds
79 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
82 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000082 seconds
80 cycles	 0.000081 seconds
79 cycles	 0.000081 seconds
82 cycles	 0.000082 seconds
91 cycles	 0.000093 seconds
89 cycles	 0.000090 seconds
91 cycles	 0.000093 seconds
82 cycles	 0.000084 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
79 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
79 cycles	 0.000080 seconds
81 cycles	 0.000081 seconds
79 cycles	 0.000080 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
79 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000080 seconds
80 cycles	 0.000080 seconds
80 cycles	 0.000081 seconds
79 cycles	 0.000081 seconds
80 cycles	 0.000080 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000080 seconds
82 cycles	 0.000083 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000080 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
82 cycles	 0.000081 seconds
80 cycles	 0.000081 seconds
80 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000081 seconds
81 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000081 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
80 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000081 seconds
