24 cycles	 0.000024 seconds
11 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
11 cycles	 0.000012 seconds
11 cycles	 0.000013 seconds
11 cycles	 0.000013 seconds
11 cycles	 0.000013 seconds
11 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
11 cycles	 0.000012 seconds
11 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
13 cycles	 0.000012 seconds
11 cycles	 0.000012 seconds
11 cycles	 0.000012 seconds
11 cycles	 0.000013 seconds
11 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000012 seconds
11 cycles	 0.000013 seconds
11 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
13 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
12 cycles	 0.000013 seconds
11 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
11 cycles	 0.000013 seconds
12 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
12 cycles	 0.000012 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000012 seconds
11 cycles	 0.000012 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000012 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000012 seconds
13 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000014 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000014 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000014 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000014 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
14 cycles	 0.000013 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
14 cycles	 0.000013 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
13 cycles	 0.000013 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
12 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
12 cycles	 0.000013 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000015 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000015 seconds
14 cycles	 0.000014 seconds
15 cycles	 0.000015 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
13 cycles	 0.000014 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
14 cycles	 0.000014 seconds
14 cycles	 0.000015 seconds
13 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
13 cycles	 0.000014 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000014 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000016 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000016 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
16 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000016 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000017 seconds
15 cycles	 0.000016 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
14 cycles	 0.000016 seconds
14 cycles	 0.000016 seconds
14 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
14 cycles	 0.000016 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000015 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
14 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
14 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
14 cycles	 0.000016 seconds
15 cycles	 0.000015 seconds
14 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000015 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000015 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000017 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000017 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000017 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000017 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000017 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000017 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000017 seconds
15 cycles	 0.000017 seconds
15 cycles	 0.000017 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
17 cycles	 0.000016 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
15 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
15 cycles	 0.000016 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000016 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000016 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000018 seconds
16 cycles	 0.000017 seconds
18 cycles	 0.000017 seconds
17 cycles	 0.000018 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
16 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
16 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
18 cycles	 0.000017 seconds
17 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
16 cycles	 0.000018 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000017 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000017 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
19 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
19 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
18 cycles	 0.000019 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
19 cycles	 0.000019 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
19 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
18 cycles	 0.000019 seconds
17 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
17 cycles	 0.000019 seconds
17 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
17 cycles	 0.000019 seconds
17 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
17 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
19 cycles	 0.000018 seconds
17 cycles	 0.000018 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
17 cycles	 0.000018 seconds
18 cycles	 0.000018 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
17 cycles	 0.000018 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000018 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000018 seconds
18 cycles	 0.000019 seconds
20 cycles	 0.000020 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
19 cycles	 0.000020 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000020 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000020 seconds
19 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000019 seconds
18 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
18 cycles	 0.000019 seconds
19 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000019 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
19 cycles	 0.000019 seconds
19 cycles	 0.000019 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
18 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000019 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000021 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
21 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000021 seconds
20 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
19 cycles	 0.000020 seconds
19 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
20 cycles	 0.000020 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
21 cycles	 0.000022 seconds
20 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000020 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000020 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000020 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
19 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
22 cycles	 0.000021 seconds
20 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
20 cycles	 0.000022 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
22 cycles	 0.000021 seconds
22 cycles	 0.000022 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
20 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000022 seconds
22 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
22 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
20 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
21 cycles	 0.000021 seconds
22 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
22 cycles	 0.000021 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
20 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
22 cycles	 0.000021 seconds
22 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
20 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000021 seconds
22 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
21 cycles	 0.000022 seconds
